2023-06-05 18:14:15.545,133,154,107,79,141,184,408,405,39.70,941.04,26.68,96.46,9991580.0
2023-06-05 18:14:17.300,133,154,106,79,141,184,407,403,39.98,941.05,26.68,97.24,9991580.0
2023-06-05 18:14:19.235,133,154,106,79,141,184,407,403,40.04,941.07,26.59,94.21,9991581.0
2023-06-05 18:14:20.885,132,154,106,79,141,184,407,404,40.00,941.08,26.49,92.96,9991580.0
2023-06-05 18:14:22.671,133,154,106,79,141,184,406,403,39.93,941.08,26.42,91.85,9991580.0
2023-06-05 18:14:24.246,133,154,106,80,141,185,407,405,39.87,941.09,26.38,91.75,9991580.0
2023-06-05 18:14:26.024,133,154,106,79,141,184,408,404,39.81,941.09,26.36,90.85,9991580.0
2023-06-05 18:14:27.573,133,154,106,79,141,184,407,403,39.76,941.09,26.34,90.76,9991580.0
2023-06-05 18:14:29.455,133,154,106,79,141,184,407,402,39.72,941.10,26.32,90.95,9991581.0
2023-06-05 18:14:31.340,133,154,106,79,141,184,407,403,39.68,941.10,26.31,90.56,9991580.0
2023-06-05 18:14:33.186,133,154,106,79,141,184,407,403,39.65,941.09,26.34,90.17,9991580.0
2023-06-05 18:14:35.043,133,154,106,79,141,184,405,402,39.63,941.09,26.37,89.79,9991581.0
2023-06-05 18:14:36.794,133,154,106,79,141,184,408,405,39.61,941.09,26.42,89.40,9991580.0
2023-06-05 18:14:38.647,133,154,106,79,141,184,408,407,39.59,941.09,26.45,90.27,9991581.0
2023-06-05 18:14:40.568,133,153,106,80,141,183,407,408,39.58,941.08,26.50,89.59,9991580.0
2023-06-05 18:14:42.322,133,154,106,79,141,184,409,413,39.57,941.08,26.53,89.59,9991580.0
2023-06-05 18:14:44.169,133,154,106,80,141,184,410,415,39.56,941.09,26.55,89.21,9991580.0
2023-06-05 18:14:45.780,133,154,107,79,140,184,410,417,39.55,941.09,26.56,85.93,9991580.0
2023-06-05 18:14:47.488,133,154,106,80,141,184,410,417,39.54,941.09,26.58,84.04,9991580.0
2023-06-05 18:14:49.172,133,154,106,80,141,185,411,418,39.53,941.09,26.62,80.58,9991580.0
2023-06-05 18:14:50.931,133,155,107,80,141,185,410,417,39.52,941.08,26.68,77.46,9991580.0
2023-06-05 18:14:52.655,133,155,107,80,141,185,410,417,39.51,941.09,26.74,75.65,9991580.0
2023-06-05 18:14:54.478,133,155,107,80,141,186,411,417,39.51,941.10,26.81,75.38,9991580.0
2023-06-05 18:14:56.131,133,155,108,80,141,185,410,415,39.50,941.09,26.86,73.02,9991580.0
2023-06-05 18:14:57.994,133,155,108,80,141,186,410,415,39.49,941.09,26.93,72.70,9991579.0
2023-06-05 18:14:59.906,134,155,108,80,140,186,411,415,39.49,941.09,26.99,73.34,9991579.0
2023-06-05 18:15:01.792,133,154,107,80,141,185,411,414,39.48,941.09,27.04,72.20,9991580.0
2023-06-05 18:15:03.609,133,154,107,80,141,186,410,413,39.48,941.09,27.08,71.77,9991579.0
2023-06-05 18:15:05.306,133,154,107,80,141,185,411,416,39.48,941.09,27.13,70.86,9991579.0
2023-06-05 18:15:06.946,133,154,108,82,141,186,411,419,39.48,941.08,27.17,71.41,9991579.0
2023-06-05 18:15:08.847,133,154,107,84,141,186,412,421,39.48,941.08,27.21,73.15,9991579.0
2023-06-05 18:15:10.868,135,156,108,86,142,185,416,430,39.48,941.09,27.23,74.51,9991578.0
2023-06-05 18:15:12.801,133,154,107,87,142,187,417,431,39.48,941.08,27.24,75.44,9991578.0
2023-06-05 18:15:14.681,132,154,108,89,141,185,418,441,39.48,941.08,27.23,76.33,9991578.0
2023-06-05 18:15:16.468,133,155,109,91,141,186,423,455,39.48,941.07,27.24,77.96,9991578.0
2023-06-05 18:15:18.286,136,155,110,94,144,186,430,477,39.48,941.07,27.24,77.75,9991578.0
2023-06-05 18:15:20.213,133,155,111,93,140,186,427,471,39.48,941.08,27.24,78.40,9991578.0
2023-06-05 18:15:21.992,134,156,111,94,141,187,429,472,39.47,941.07,27.26,78.84,9991577.0
2023-06-05 18:15:23.808,132,155,112,93,141,187,427,470,39.47,941.07,27.26,78.54,9991577.0
2023-06-05 18:15:25.616,133,155,112,92,141,187,426,464,39.47,941.07,27.30,77.96,9991578.0
2023-06-05 18:15:27.217,134,156,113,91,141,187,427,463,39.46,941.07,27.33,76.47,9991577.0
2023-06-05 18:15:29.081,133,158,113,91,141,189,426,462,39.46,941.07,27.38,72.20,9991578.0
2023-06-05 18:15:30.867,132,156,112,90,141,188,426,460,39.45,941.07,27.45,67.18,9991578.0
2023-06-05 18:15:32.776,133,158,112,91,141,188,430,467,39.45,941.07,27.54,63.24,9991578.0
2023-06-05 18:15:34.607,133,157,112,89,141,188,428,471,39.44,941.07,27.63,60.95,9991579.0
2023-06-05 18:15:36.417,132,156,112,89,141,189,429,480,39.44,941.07,27.74,58.45,9991579.0
2023-06-05 18:15:38.215,132,156,112,90,141,189,429,488,39.44,941.06,27.84,57.02,9991579.0
2023-06-05 18:15:40.046,132,157,114,90,140,190,430,492,39.43,941.07,27.95,57.02,9991579.0
2023-06-05 18:15:41.838,132,157,114,91,141,190,430,492,39.44,941.06,28.03,58.17,9991580.0
2023-06-05 18:15:43.674,132,157,114,90,141,191,430,491,39.44,941.08,28.12,58.45,9991580.0
2023-06-05 18:15:45.378,133,158,115,90,141,192,431,492,39.44,941.08,28.20,58.04,9991580.0
2023-06-05 18:15:47.137,132,158,115,90,141,192,431,493,39.44,941.08,28.27,57.06,9991580.0
2023-06-05 18:15:48.984,132,158,115,90,141,193,431,494,39.44,941.08,28.35,56.48,9991580.0
2023-06-05 18:15:50.890,133,159,116,90,141,194,434,499,39.44,941.08,28.42,55.22,9991581.0
2023-06-05 18:15:52.790,132,159,116,90,141,194,435,504,39.44,941.07,28.50,54.15,9991581.0
2023-06-05 18:15:54.588,132,159,117,91,141,194,436,511,39.44,941.07,28.57,52.79,9991581.0
2023-06-05 18:15:56.281,133,161,118,91,140,196,438,521,39.44,941.06,28.67,51.06,9991581.0
2023-06-05 18:15:58.138,134,159,117,92,141,194,441,531,39.44,941.07,28.73,49.62,9991581.0
2023-06-05 18:15:59.856,132,158,117,92,141,195,439,528,39.45,941.07,28.80,48.06,9991581.0
2023-06-05 18:16:01.471,132,158,117,92,141,195,439,525,39.45,941.08,28.89,46.90,9991580.0
2023-06-05 18:16:03.166,132,158,117,92,141,195,440,523,39.45,941.07,28.98,45.53,9991581.0
2023-06-05 18:16:04.992,132,158,117,91,141,195,439,518,39.45,941.07,29.06,45.39,9991581.0
2023-06-05 18:16:06.891,132,158,117,91,141,195,441,518,39.45,941.08,29.15,44.06,9991581.0
2023-06-05 18:16:08.671,132,158,117,91,141,195,443,519,39.45,941.08,29.22,43.92,9991582.0
2023-06-05 18:16:10.380,132,158,116,91,140,195,444,520,39.45,941.08,29.28,42.80,9991582.0
2023-06-05 18:16:11.946,132,158,117,90,141,195,446,523,39.45,941.07,29.37,42.63,9991581.0
2023-06-05 18:16:13.770,132,158,117,90,141,194,448,527,39.45,941.08,29.44,41.95,9991582.0
2023-06-05 18:16:15.557,132,157,116,90,140,195,448,528,39.46,941.09,29.51,41.57,9991582.0
2023-06-05 18:16:17.428,132,158,117,90,141,195,450,531,39.46,941.09,29.57,41.70,9991582.0
2023-06-05 18:16:19.389,132,157,117,91,140,196,451,534,39.46,941.09,29.63,41.53,9991582.0
2023-06-05 18:16:21.217,132,157,116,90,140,196,451,530,39.46,941.09,29.70,41.57,9991582.0
2023-06-05 18:16:22.951,132,157,116,90,140,195,450,525,39.46,941.09,29.76,41.49,9991582.0
2023-06-05 18:16:24.598,132,157,116,89,140,195,450,521,39.46,941.09,29.78,41.29,9991583.0
2023-06-05 18:16:26.418,132,157,116,89,140,195,449,516,39.46,941.09,29.84,41.25,9991583.0
2023-06-05 18:16:28.299,132,158,116,89,141,197,447,512,39.46,941.09,29.88,41.62,9991582.0
2023-06-05 18:16:30.093,132,158,116,89,141,196,448,508,39.46,941.09,29.91,42.12,9991582.0
2023-06-05 18:16:31.715,132,158,115,88,141,195,446,505,39.46,941.09,29.92,43.33,9991582.0
2023-06-05 18:16:33.521,132,157,115,88,141,195,446,504,39.46,941.09,29.91,44.24,9991582.0
2023-06-05 18:16:35.410,133,157,116,89,141,195,447,505,39.45,941.10,29.92,45.34,9991582.0
2023-06-05 18:16:37.127,133,157,115,89,141,195,447,506,39.45,941.09,29.88,47.38,9991583.0
2023-06-05 18:16:38.885,133,157,115,89,141,195,447,507,39.45,941.10,29.82,50.45,9991582.0
2023-06-05 18:16:40.799,134,157,115,91,141,195,447,508,39.45,941.10,29.74,52.83,9991583.0
2023-06-05 18:16:42.546,134,157,115,91,142,195,448,510,39.45,941.10,29.66,54.97,9991583.0
2023-06-05 18:16:44.452,134,157,116,91,141,195,447,509,39.45,941.10,29.58,57.10,9991583.0
2023-06-05 18:16:46.233,134,157,116,91,142,195,447,508,39.44,941.10,29.50,59.06,9991583.0
2023-06-05 18:16:48.101,135,158,116,91,143,195,447,507,39.44,941.10,29.42,60.77,9991583.0
2023-06-05 18:16:49.875,135,158,116,91,142,195,445,503,39.44,941.09,29.35,62.21,9991583.0
2023-06-05 18:16:51.652,135,157,115,91,142,194,444,500,39.44,941.10,29.26,64.30,9991583.0
2023-06-05 18:16:53.446,135,158,115,90,143,196,445,498,39.43,941.10,29.20,65.20,9991583.0
2023-06-05 18:16:55.265,135,157,115,90,142,195,444,495,39.43,941.12,29.12,67.08,9991583.0
2023-06-05 18:16:57.048,135,157,115,89,142,195,442,492,39.43,941.11,29.04,68.16,9991583.0
2023-06-05 18:16:58.816,136,158,116,89,142,194,442,489,39.43,941.11,28.97,69.40,9991583.0
2023-06-05 18:17:00.588,135,157,115,88,142,194,441,487,39.43,941.10,28.88,71.65,9991583.0
2023-06-05 18:17:02.409,136,157,114,88,141,194,440,485,39.43,941.10,28.81,72.45,9991583.0
2023-06-05 18:17:04.230,136,157,114,87,142,194,441,485,39.43,941.10,28.72,74.24,9991584.0
2023-06-05 18:17:06.129,135,157,114,87,142,194,440,483,39.43,941.11,28.65,74.71,9991585.0
2023-06-05 18:17:07.958,134,156,114,86,142,193,438,480,39.43,941.11,28.58,75.04,9991585.0
2023-06-05 18:17:09.764,135,157,114,86,142,194,439,478,39.43,941.11,28.49,77.25,9991584.0
2023-06-05 18:17:11.573,136,157,113,86,142,194,439,477,39.43,941.11,28.42,78.32,9991584.0
2023-06-05 18:17:13.420,136,157,113,85,142,194,438,474,39.43,941.11,28.35,79.36,9991584.0
